rid,sid,sentence,category,target,from,to,polarity
CLF#3,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",RESTAURANT#GENERAL,restaurant,20,30,negative
CLF#3,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",RESTAURANT#PRICES,restaurant,20,30,negative
CLF#3,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,RESTAURANT#GENERAL,NULL,0,0,negative
CLF#3,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,RESTAURANT#PRICES,NULL,0,0,negative
CLF#3,CLF#3:31,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,SERVICE#GENERAL,NULL,0,0,negative
CLF#3,CLF#3:32,I wish I COULD be refunded!,RESTAURANT#GENERAL,NULL,0,0,negative
BFC#9,BFC#9:0,Don't go with a larger group than 4! ,RESTAURANT#MISCELLANEOUS,NULL,0,0,negative
BFC#9,BFC#9:4,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",SERVICE#GENERAL,NULL,0,0,positive
BFC#9,BFC#9:5,The menu is fairly simple without much descriptions. ,FOOD#STYLE_OPTIONS,menu,4,8,neutral
BFC#9,BFC#9:6,"There was no tap beer that evening, which was a disappointment. ",DRINKS#STYLE_OPTIONS,beer,17,21,negative
BFC#9,BFC#9:7,"Not much of a selection of bottled beer either, we went with Brahma. ",DRINKS#STYLE_OPTIONS,selection of bottled beer,14,39,negative
BFC#9,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,FOOD#QUALITY,fried oysters and clams,60,83,positive
BFC#9,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,FOOD#STYLE_OPTIONS,fried oysters and clams,60,83,negative
BFC#9,BFC#9:8,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,SERVICE#GENERAL,NULL,0,0,positive
BFC#9,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",FOOD#STYLE_OPTIONS,lobster knuckles,4,20,neutral
BFC#9,BFC#9:9,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",FOOD#QUALITY,lobster knuckles,4,20,negative
BFC#9,BFC#9:10,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ",FOOD#STYLE_OPTIONS,"""salt encrusted shrimp"" appetizer",37,70,negative
BFC#9,BFC#9:14,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ",SERVICE#GENERAL,NULL,0,0,negative
BFC#9,BFC#9:16,The food arrived in about 15 minutes. ,SERVICE#GENERAL,NULL,0,0,neutral
BFC#9,BFC#9:17,I had the Thai style Fried Sea Bass...which was very good. ,FOOD#QUALITY,Thai style Fried Sea Bass,10,35,positive
BFC#9,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",FOOD#QUALITY,food,43,47,positive
BFC#9,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",FOOD#QUALITY,grilled Mahi Mahi,79,96,negative
BFC#9,BFC#9:18,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",FOOD#STYLE_OPTIONS,grilled Mahi Mahi,79,96,negative
BFC#9,BFC#9:19,I heard the lobster roll was excellent. ,FOOD#QUALITY,lobster roll,12,24,positive
BFC#9,BFC#9:20,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ",SERVICE#GENERAL,NULL,0,0,negative
BFC#9,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ",FOOD#QUALITY,food,15,19,positive
BFC#9,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ",FOOD#PRICES,food,15,19,negative
BFC#9,BFC#9:22,"Service not the friendliest to our ""large party""! ",SERVICE#GENERAL,Service,0,7,negative
BFC#9,BFC#9:23,Probably would not go back here.,RESTAURANT#GENERAL,NULL,0,0,negative
BG#5,BG#5:0,Great Indian food,FOOD#QUALITY,Indian food,6,17,positive
BG#5,BG#5:2,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",FOOD#QUALITY,Food,0,4,positive
BG#5,BG#5:3,"Very ""normal Indian food"", but done really well.",FOOD#STYLE_OPTIONS,Indian food,13,24,neutral
BG#5,BG#5:3,"Very ""normal Indian food"", but done really well.",FOOD#QUALITY,Indian food,13,24,positive
BG#5,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",RESTAURANT#GENERAL,place,166,171,positive
BG#5,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",RESTAURANT#PRICES,place,166,171,negative
BG#5,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",FOOD#PRICES,chicken tikka masala,54,74,negative
BG#5,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",AMBIENCE#GENERAL,feel,196,200,negative
BG#5,BG#5:5,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",SERVICE#GENERAL,waiters,6,13,negative
BG#5,BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,SERVICE#GENERAL,NULL,0,0,negative
BG#5,BG#5:6,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,RESTAURANT#PRICES,NULL,0,0,negative
BG#5,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",FOOD#QUALITY,Indian food,134,145,positive
BG#5,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",RESTAURANT#PRICES,place,118,123,negative
BG#8,BG#8:0,One of the BEST,RESTAURANT#GENERAL,NULL,0,0,positive
BG#8,BG#8:1,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",RESTAURANT#GENERAL,Bukhara Grill,0,13,positive
BG#8,BG#8:3,The lunch buffet is expensive but is deff worth it.,FOOD#PRICES,lunch buffet,4,16,negative
BG#8,BG#8:3,The lunch buffet is expensive but is deff worth it.,FOOD#QUALITY,lunch buffet,4,16,positive
BG#8,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,SERVICE#GENERAL,service,72,79,positive
BG#8,BG#8:5,We have gone for dinner only a few times but the same great quality and service is given.,FOOD#QUALITY,dinner,17,23,positive
BG#8,BG#8:6,Bukhara is on my top 5 Indian places in NYC,RESTAURANT#GENERAL,Bukhara,0,7,positive
DBG#2,DBG#2:0,Wretched and retching,RESTAURANT#GENERAL,NULL,0,0,negative
DBG#2,DBG#2:3,I have never been so disgusted by both food an service.,FOOD#QUALITY,food,39,43,negative
DBG#2,DBG#2:3,I have never been so disgusted by both food an service.,SERVICE#GENERAL,service,47,54,negative
DBG#2,DBG#2:4,For starters they delivered us someone else's order.,SERVICE#GENERAL,NULL,0,0,negative
DBG#2,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",FOOD#QUALITY,kimchee,187,194,negative
DBG#2,DBG#2:6,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",FOOD#QUALITY,Korean fair,87,98,negative
DBG#2,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",FOOD#QUALITY,food,38,42,negative
DBG#2,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",SERVICE#GENERAL,NULL,0,0,negative
DBG#2,DBG#2:9,None was made so i hung up.,SERVICE#GENERAL,NULL,0,0,negative
DBG#2,DBG#2:10,Less than three minutes passed before I found myself doubled over the toilet.,FOOD#QUALITY,NULL,0,0,negative
DBG#2,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",FOOD#QUALITY,meal,140,144,negative
DBG#2,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",SERVICE#GENERAL,NULL,0,0,negative
DBG#2,DBG#2:14,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",RESTAURANT#GENERAL,restaurant,21,31,negative
DBG#2,DBG#2:15,Eat at your own risk.,FOOD#QUALITY,NULL,21,31,negative
CLF#7,CLF#7:0,Gorgeous place ideal for a romantic dinner,AMBIENCE#GENERAL,place,9,14,positive
CLF#7,CLF#7:0,Gorgeous place ideal for a romantic dinner,RESTAURANT#MISCELLANEOUS,place,9,14,positive
CLF#7,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,FOOD#QUALITY,four course prix fix menu,54,79,positive
CLF#7,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,AMBIENCE#GENERAL,white organza tent,18,36,positive
CLF#7,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,SERVICE#GENERAL,service,4,11,positive
CLF#7,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,SERVICE#GENERAL,waiter,35,41,positive
CLF#7,CLF#7:4,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,RESTAURANT#MISCELLANEOUS,Casa La Femme,23,36,positive
DBG#7,DBG#7:0,More Williamsburg Garbage,RESTAURANT#GENERAL,NULL,0,0,negative
DBG#7,DBG#7:3,The dishes came out around 5 minutes apart.,SERVICE#GENERAL,NULL,0,0,negative
DBG#7,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",FOOD#QUALITY,bibimbap,4,12,neutral
DBG#7,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",FOOD#STYLE_OPTIONS,stone bowl,34,44,negative
DBG#7,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,FOOD#PRICES,stone bowl,39,49,negative
DBG#7,DBG#7:6,The nakgi-bokum was horrible.,FOOD#QUALITY,nakgi-bokum,4,15,negative
DBG#7,DBG#7:7,Easily the worst stir-fried squid I've ever tasted.,FOOD#QUALITY,stir-fried squid,17,33,negative
DBG#7,DBG#7:8,The sauce tasted more like Chinese fast food than decent Korean.,FOOD#QUALITY,sauce,4,9,negative
DBG#7,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",FOOD#QUALITY,side dishes,4,15,neutral
DBG#7,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.",FOOD#STYLE_OPTIONS,side dishes,4,15,neutral
DBG#7,DBG#7:10,The real problem I had with this place was the complete lack of service.,SERVICE#GENERAL,service,64,71,negative
DBG#7,DBG#7:12,She just nodded and walked off.,SERVICE#GENERAL,NULL,0,0,negative
DBG#7,DBG#7:14,"As to my comment about the food, no apology or acknowledgment was made.",SERVICE#GENERAL,NULL,0,0,negative
DBG#7,DBG#7:15,My wife had barely touched that mess of a dish.,FOOD#QUALITY,dish,42,46,negative
DBG#7,DBG#7:16,We were charged full price.,SERVICE#GENERAL,NULL,0,0,negative
ADLT#9,ADLT#9:0,Lives up to the hype,RESTAURANT#GENERAL,NULL,0,0,positive
ADLT#9,ADLT#9:2,We've tried before but it always packed and doesn't take reservations.,RESTAURANT#MISCELLANEOUS,NULL,0,0,neutral
ADLT#9,ADLT#9:3,It was well worth the wait.,RESTAURANT#GENERAL,NULL,0,0,positive
ADLT#9,ADLT#9:4,The wife had the risotto which was amazing.,FOOD#QUALITY,risotto,17,24,positive
ADLT#9,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",FOOD#STYLE_OPTIONS,NULL,0,0,negative
ADLT#9,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",FOOD#QUALITY,NULL,0,0,positive
ADLT#9,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,FOOD#QUALITY,farro salad,4,15,positive
ADLT#9,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,FOOD#QUALITY,mashed yukon potatoes,24,45,positive
EVPK#4,EVPK#4:0,i love margherita pizza – i looove east village pizza,RESTAURANT#GENERAL,east village pizza,35,53,positive
EVPK#4,EVPK#4:0,i love margherita pizza – i looove east village pizza,FOOD#QUALITY,margherita pizza,7,23,positive
EVPK#4,EVPK#4:1,"Love this place, every time we are in the city this is one of the places we always go.",RESTAURANT#GENERAL,place,10,15,positive
EVPK#4,EVPK#4:2,A quintessential slice of NYC pizza.,FOOD#QUALITY,slice of NYC pizza,17,35,neutral
EVPK#4,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,crust,4,9,positive
EVPK#4,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,sauce,48,53,positive
EVPK#4,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",FOOD#QUALITY,cheese,108,114,positive
EVPK#4,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.",FOOD#QUALITY,margherita pizza,22,38,positive
EVPK#4,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.",FOOD#QUALITY,NULL,0,0,positive
Z#6,Z#6:0,Possibly the Most Romantic Restaurant in the City,AMBIENCE#GENERAL,Restaurant,27,37,positive
Z#6,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",RESTAURANT#GENERAL,modern Japanese brasserie,32,57,positive
Z#6,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",AMBIENCE#GENERAL,modern Japanese brasserie,32,57,positive
Z#6,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",LOCATION#GENERAL,spot,60,64,neutral
Z#6,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",AMBIENCE#GENERAL,unmarked wooden doors,85,106,positive
Z#6,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",AMBIENCE#GENERAL,décor,129,134,positive
Z#6,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",AMBIENCE#GENERAL,private booths,117,131,positive
Z#6,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",AMBIENCE#GENERAL,glass ceilings,226,240,positive
Z#6,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,AMBIENCE#GENERAL,NULL,0,0,positive
Z#6,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,SERVICE#GENERAL,waiter,74,80,positive
Z#6,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",FOOD#PRICES,BBE $29 fixe prix menu,17,39,positive
Z#6,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",FOOD#STYLE_OPTIONS,BBE $29 fixe prix menu,17,39,positive
Z#6,Z#6:7,We started off with a delightful sashimi amuse bouche.,FOOD#QUALITY,sashimi amuse bouche,33,53,positive
Z#6,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",FOOD#QUALITY,Grilled Black Cod,13,30,positive
Z#6,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",FOOD#QUALITY,Grilled Salmon dish,106,125,positive
Z#6,Z#6:11,The sake’s complimented the courses very well and is successfully easing me into the sake world.,DRINKS#QUALITY,sake’s,4,10,positive
Z#6,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",FOOD#QUALITY,frozen black sesame mousse,27,53,neutral
Z#6,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",FOOD#QUALITY,matcha (powdered green tea) and blueberry cheesecake,94,146,positive
Z#6,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",RESTAURANT#GENERAL,brasserie,191,200,positive
Z#6,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",RESTAURANT#PRICES,brasserie,191,200,positive
Z#6,Z#6:14,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",RESTAURANT#GENERAL,Zenkichi,95,103,positive
Z#6,Z#6:14,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",AMBIENCE#GENERAL,Zenkichi,95,103,positive
CLF#6,CLF#6:0,Terrible would be a compliment!,RESTAURANT#GENERAL,NULL,0,0,negative
CLF#6,CLF#6:1,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",SERVICE#GENERAL,service,4,11,negative
CLF#6,CLF#6:3,We paid a fixed pricce but got nothing!!,SERVICE#GENERAL,NULL,0,0,negative
CLF#6,CLF#6:4,We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,SERVICE#GENERAL,NULL,0,0,negative
CLF#6,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",SERVICE#GENERAL,service,63,70,negative
CLF#6,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",DRINKS#PRICES,drinks,124,130,negative
CLF#6,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",FOOD#PRICES,pita bread,141,151,negative
CLF#6,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",SERVICE#GENERAL,NULL,0,0,negative
CLF#6,CLF#6:6,Stay away,RESTAURANT#GENERAL,NULL,0,0,negative
DBG#6,DBG#6:0,Great Shabu Shabu,FOOD#QUALITY,Shabu Shabu,6,17,positive
DBG#6,DBG#6:2,I love it.,RESTAURANT#GENERAL,NULL,0,0,positive
DBG#6,DBG#6:4,I tried a couple other dishes but wasn't too impressed.,FOOD#QUALITY,dishes,23,29,neutral
DBG#6,DBG#6:5,"But for the Shabu Shabu, you won't find much better in NY.",FOOD#QUALITY,Shabu Shabu,12,23,positive
DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#QUALITY,meat,4,8,positive
DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#QUALITY,sauces,23,29,positive
DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",SERVICE#GENERAL,service,92,99,positive
DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#STYLE_OPTIONS,meal,83,87,positive
DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#PRICES,kimchi,49,55,positive
DBG#6,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",FOOD#PRICES,salad,62,67,positive
DBG#1,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,Korean food,61,72,positive
DBG#1,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,fusion twists,77,90,positive
DBG#1,DBG#1:0,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,FOOD#QUALITY,pork belly tacos,96,112,positive
BHD#1,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,hot dogs,4,12,positive
BHD#1,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,pork croquette sandwich,77,100,positive
BHD#1,BHD#1:0,"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",FOOD#QUALITY,bun,137,140,positive
TR#5,TR#5:0,Restaurant with a view,LOCATION#GENERAL,view,18,22,neutral
TR#5,TR#5:2,The food tasted very good.,FOOD#QUALITY,food,4,8,positive
TR#5,TR#5:3,The family seafood entree was very good.,FOOD#QUALITY,family seafood entree,4,25,positive
TR#5,TR#5:4,The main entree was also very good.,FOOD#QUALITY,main entree,4,15,positive
TR#5,TR#5:6,"Price is high but the food is good, so I would come back again.",FOOD#QUALITY,food,22,26,positive
TR#5,TR#5:6,"Price is high but the food is good, so I would come back again.",FOOD#PRICES,food,22,26,negative
TR#5,TR#5:6,"Price is high but the food is good, so I would come back again.",RESTAURANT#GENERAL,NULL,0,0,positive
Z#7,Z#7:0,This place doesn't make any sense,RESTAURANT#GENERAL,place,5,10,negative
Z#7,Z#7:1,Just want to warn you all - don't waste your time and money.,RESTAURANT#GENERAL,NULL,0,0,negative
Z#7,Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",AMBIENCE#GENERAL,decor,29,34,negative
Z#7,Z#7:2,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",AMBIENCE#GENERAL,mirrored walls,57,71,negative
Z#7,Z#7:3,This place is not inviting and the food is totally weird.,AMBIENCE#GENERAL,place,5,10,negative
Z#7,Z#7:3,This place is not inviting and the food is totally weird.,FOOD#QUALITY,food,35,39,negative
Z#7,Z#7:4,The concept of japanese tapas is newly created and clearly doesn't work.,FOOD#STYLE_OPTIONS,japanese tapas,15,29,negative
Z#7,Z#7:5,"The food they serve is not comforting, not appetizing and uncooked.",FOOD#QUALITY,food,4,8,negative
Z#10,Z#10:0,Good Food,FOOD#QUALITY,Food,5,9,positive
Z#10,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",FOOD#QUALITY,food,4,8,positive
Z#10,Z#10:2,"The food was great and tasty, but the sitting space was too small, I don't like being cramp in a corner.",AMBIENCE#GENERAL,sitting space,38,51,negative
Z#10,Z#10:3,Over all it was a very nice romantic place .,RESTAURANT#GENERAL,place,37,42,positive
Z#10,Z#10:3,Over all it was a very nice romantic place .,AMBIENCE#GENERAL,place,37,42,positive
P#7,P#7:0,Loved it,RESTAURANT#GENERAL,NULL,0,0,positive
P#7,P#7:1,A coworker and I tried Pacifico after work a few Fridays and loved it.,RESTAURANT#GENERAL,Pacifico,23,31,positive
P#7,P#7:2,The atmosphere was great.,AMBIENCE#GENERAL,atmosphere,4,14,positive
P#7,P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",FOOD#QUALITY,food,4,8,positive
P#7,P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",DRINKS#QUALITY,margaritas,63,73,neutral
P#7,P#7:4,"Our waitress wasn't mean, but not especially warm or attentive either.",SERVICE#GENERAL,waitress,4,12,neutral
P#7,P#7:5,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",RESTAURANT#GENERAL,restaurant,52,62,positive
P#7,P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",AMBIENCE#GENERAL,patio,89,94,positive
P#7,P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",RESTAURANT#GENERAL,NULL,0,0,positive
FF#4,FF#4:0,Dumbfoundingly Poor,RESTAURANT#GENERAL,NULL,0,0,negative
FF#4,FF#4:1,"This was, from start to finish, a mind-bogglingly uncomfortable experience.",RESTAURANT#GENERAL,NULL,0,0,negative
FF#4,FF#4:2,Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,SERVICE#GENERAL,NULL,0,0,negative
FF#4,FF#4:3,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,SERVICE#GENERAL,servers,4,11,negative
FF#4,FF#4:4,Polite acknowledgement is out;,SERVICE#GENERAL,NULL,0,0,negative
FF#4,FF#4:5,supercilious scorn is in.,SERVICE#GENERAL,NULL,0,0,negative
FF#4,FF#4:6,"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",SERVICE#GENERAL,NULL,0,0,negative
FF#4,FF#4:7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",SERVICE#GENERAL,server,12,18,negative
FF#4,FF#4:7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",FOOD#QUALITY,appetizer,92,101,positive
FF#4,FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",FOOD#QUALITY,food,12,16,positive
FF#4,FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",SERVICE#GENERAL,NULL,0,0,negative
FF#4,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",AMBIENCE#GENERAL,fit-out,21,28,positive
FF#4,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",AMBIENCE#GENERAL,furnishings,46,57,positive
